tr_id,p_id,c_id,online_order,order_status,brand,product_line,product_class,product_size,list_price,standard_cost,tr_date,product_first_sold_date
12792,83,556,TRUE,Approved,Solex,Touring,medium,large,2083.94,675.03,2017-08-05,2013-09-16
12793,64,516,FALSE,Approved,Trek Bicycles,Standard,medium,large,1469.44,596.55,2017-01-07,2012-05-18
12794,7,1483,FALSE,Approved,Trek Bicycles,Road,low,medium,980.37,234.43,2017-05-21,2011-04-16
12795,70,2704,FALSE,Approved,Trek Bicycles,Standard,high,medium,495.72,297.43,2017-05-09,2000-05-22
12796,85,1515,FALSE,Approved,WeareA2B,Standard,medium,medium,752.64,205.36,2017-03-23,2004-08-07
12797,84,1106,TRUE,Approved,Trek Bicycles,Road,medium,medium,290.62,215.14,2017-07-30,2004-12-18
12798,35,66,TRUE,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,2017-02-19,2016-11-14
12799,78,3296,FALSE,Approved,Giant Bicycles,Standard,medium,large,1765.3,709.48,2017-10-27,2004-08-07
12800,89,983,TRUE,Approved,WeareA2B,Touring,medium,large,1362.99,57.74,2017-07-05,1993-04-20
12801,86,2198,FALSE,Approved,OHM Cycles,Standard,medium,medium,235.63,125.07,2017-06-18,1999-07-26
12802,33,2469,TRUE,Approved,Giant Bicycles,Standard,medium,small,1311.44,1167.18,2017-06-06,1995-12-19
12803,14,730,FALSE,Approved,Trek Bicycles,Standard,medium,small,1386.84,1234.29,2017-10-18,2003-08-05
12804,96,2997,FALSE,Approved,WeareA2B,Road,low,small,1172.78,1043.77,2017-09-27,2002-10-10
12805,12,2898,FALSE,Approved,WeareA2B,Standard,medium,medium,1231.15,161.6,2017-10-13,2004-08-17
12806,71,2744,FALSE,Approved,Solex,Standard,high,large,1842.92,1105.75,2017-06-04,1995-10-24
12807,86,828,FALSE,Approved,OHM Cycles,Standard,medium,medium,235.63,125.07,2017-10-12,1998-12-16
12808,100,1436,FALSE,Approved,Norco Bicycles,Road,medium,medium,1036.59,206.35,2017-10-19,2014-10-10
12809,0,2647,TRUE,Approved,Norco Bicycles,Standard,low,medium,363.01,290.41,2017-08-09,2005-05-10
12810,22,2644,TRUE,Approved,WeareA2B,Standard,medium,medium,60.34,45.26,2017-09-19,1993-07-15
12811,47,2190,FALSE,Approved,Trek Bicycles,Road,low,small,1720.7,1531.42,2017-08-19,2006-10-01
12812,0,2299,TRUE,Approved,OHM Cycles,Standard,medium,medium,235.63,125.07,2017-02-25,2013-06-09
12813,77,2409,TRUE,Approved,Norco Bicycles,Road,medium,large,1240.31,795.1,2017-01-20,2011-01-10
12814,31,3150,TRUE,Approved,Giant Bicycles,Standard,medium,medium,230.91,173.18,2017-04-25,2006-11-10
12815,58,3475,FALSE,Approved,OHM Cycles,Standard,medium,medium,912.52,141.4,2017-02-11,2015-10-18
12816,85,2736,TRUE,Approved,WeareA2B,Standard,medium,medium,752.64,205.36,2017-11-01,2004-08-07
12817,0,264,TRUE,Approved,Nio Cycles,Standard,"","",1678.51,556.0469512,2017-07-23,2004-08-17
12818,99,1004,FALSE,Approved,Trek Bicycles,Road,low,small,1720.7,1531.42,2017-03-23,2006-10-01
12819,36,1574,TRUE,Approved,Solex,Standard,low,medium,945.04,507.58,2017-02-20,2006-02-02
12820,0,2887,TRUE,Approved,Trek Bicycles,Road,medium,medium,533.51,400.13,2017-04-05,2012-04-10
12821,74,891,TRUE,Approved,WeareA2B,Standard,medium,medium,1762.96,950.52,2017-12-18,2003-02-16
12822,0,1480,TRUE,Approved,Solex,Road,medium,medium,416.98,312.74,2017-09-27,1993-04-12
12823,95,516,FALSE,Approved,Giant Bicycles,Standard,medium,large,569.56,528.43,2017-06-08,2003-09-10
12824,41,273,FALSE,Approved,Solex,Road,medium,medium,416.98,312.74,2017-08-05,1997-05-10
12825,0,1989,TRUE,Approved,OHM Cycles,Standard,high,medium,227.88,136.73,2017-07-09,2016-07-09
12826,11,3016,TRUE,Approved,Trek Bicycles,Standard,medium,small,1775.81,1580.47,2017-12-30,2014-03-03
12827,98,1384,FALSE,Approved,Trek Bicycles,Standard,high,medium,358.39,215.03,2017-08-17,2004-01-16
12828,13,381,TRUE,Approved,Solex,Standard,medium,medium,1163.89,589.27,2017-12-28,2016-07-09
12829,26,2874,FALSE,Approved,WeareA2B,Standard,medium,medium,1992.93,762.63,2017-01-20,1993-05-26
12830,32,619,TRUE,Approved,Giant Bicycles,Standard,medium,medium,642.7,211.37,2017-07-02,2002-03-22
12831,58,3314,FALSE,Approved,OHM Cycles,Standard,medium,medium,912.52,141.4,2017-10-20,2012-05-18
12832,40,3463,TRUE,Approved,OHM Cycles,Standard,high,medium,1458.17,874.9,2017-11-03,2006-02-02
12833,74,3035,FALSE,Approved,WeareA2B,Standard,medium,medium,1762.96,950.52,2017-01-13,2014-07-28
12834,98,902,TRUE,Approved,Trek Bicycles,Standard,high,medium,358.39,215.03,2017-09-13,2004-01-16
12835,31,2599,FALSE,Approved,Giant Bicycles,Standard,medium,medium,230.91,173.18,2017-06-20,2006-11-10
12836,53,502,FALSE,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58,2017-07-17,1997-02-09
12837,79,1005,TRUE,Approved,Solex,Touring,medium,large,2083.94,675.03,2017-07-07,1993-04-20
12838,67,2606,FALSE,Approved,Solex,Standard,medium,large,1071.23,380.74,2017-12-25,1996-04-05
12839,93,397,FALSE,Approved,WeareA2B,Standard,medium,medium,1065.03,230.09,2017-08-12,2000-11-03
12840,55,3068,TRUE,Approved,Trek Bicycles,Road,medium,large,1894.19,598.76,2017-06-12,2003-07-21
12841,29,1299,TRUE,Approved,Norco Bicycles,Road,medium,medium,543.39,407.54,2017-11-07,2016-03-29
12842,53,1803,FALSE,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58,2017-07-05,1997-02-09
12843,36,2403,TRUE,Approved,Solex,Standard,low,medium,945.04,507.58,2017-02-25,1995-12-19
12844,22,2941,FALSE,Approved,WeareA2B,Standard,medium,medium,60.34,45.26,2017-02-12,1993-07-15
12845,25,1472,TRUE,Approved,Giant Bicycles,Road,medium,medium,1538.99,829.65,2017-02-17,2016-02-04
12846,54,174,FALSE,Approved,WeareA2B,Standard,medium,medium,1292.84,13.44,2017-03-22,2009-04-12
12847,93,61,FALSE,Approved,OHM Cycles,Standard,high,medium,1458.17,874.9,2017-09-19,2006-02-02
12848,94,1112,FALSE,Approved,Giant Bicycles,Standard,medium,large,1635.3,993.66,2017-07-25,2016-03-29
12849,48,185,TRUE,Approved,WeareA2B,Standard,medium,medium,1762.96,950.52,2017-09-19,2003-07-21
12850,88,1184,TRUE,Approved,Norco Bicycles,Standard,medium,medium,1198.46,381.1,2017-03-24,1998-12-16
12851,58,2564,TRUE,Approved,OHM Cycles,Standard,medium,medium,912.52,141.4,2017-08-08,2015-10-18
12852,50,290,FALSE,Approved,WeareA2B,Standard,medium,small,175.89,131.92,2017-07-31,2003-02-16
12853,60,3187,FALSE,Approved,Giant Bicycles,Standard,high,small,1977.36,1759.85,2017-01-08,2011-08-24
12854,11,1036,TRUE,Approved,Giant Bicycles,Standard,high,medium,1274.93,764.96,2017-02-12,2007-08-04
12855,23,1514,TRUE,Approved,Norco Bicycles,Mountain,low,small,688.63,612.88,2017-05-18,1993-10-02
12856,11,1719,FALSE,Approved,Trek Bicycles,Standard,medium,small,1775.81,1580.47,2017-06-29,2014-03-03
12857,59,2377,FALSE,Approved,WeareA2B,Standard,medium,small,1415.01,1259.36,2017-08-30,1998-12-16
12858,90,1021,TRUE,Approved,Solex,Standard,low,medium,945.04,507.58,2017-10-08,1995-12-19
12859,62,1783,FALSE,Approved,Solex,Standard,medium,medium,478.16,298.72,2017-02-13,2015-04-11
12860,83,2121,TRUE,Approved,Solex,Touring,medium,large,2083.94,675.03,2017-07-23,1998-12-16
12861,50,1487,FALSE,Approved,WeareA2B,Standard,medium,small,175.89,131.92,2017-07-18,1997-10-04
12862,67,2776,FALSE,Approved,Norco Bicycles,Road,medium,medium,544.05,376.84,2017-02-28,2005-10-22
12863,90,900,TRUE,Approved,Norco Bicycles,Standard,low,medium,363.01,290.41,2017-01-28,1999-07-26
12864,11,1988,TRUE,Approved,Giant Bicycles,Standard,high,medium,1274.93,764.96,2017-05-18,1996-04-05
12865,85,603,TRUE,Approved,WeareA2B,Standard,medium,medium,752.64,205.36,2017-09-29,2015-08-02
12866,90,2646,TRUE,Approved,Norco Bicycles,Standard,low,medium,363.01,290.41,2017-03-23,2003-01-05
12867,86,2970,FALSE,Approved,OHM Cycles,Standard,medium,medium,235.63,125.07,2017-09-16,2004-08-07
12868,44,3225,FALSE,Approved,WeareA2B,Standard,medium,medium,1769.64,108.76,2017-04-23,2012-04-10
12869,40,159,TRUE,Approved,OHM Cycles,Standard,high,medium,1458.17,874.9,2017-04-30,2006-02-02
12870,0,2858,FALSE,Approved,Nio Cycles,Standard,"","",1703.18,556.0469512,2017-03-29,2004-08-17
12871,32,2492,FALSE,Approved,Giant Bicycles,Standard,high,medium,1179,707.4,2017-03-07,1997-08-25
12872,6,1588,FALSE,Approved,Solex,Standard,high,medium,748.17,448.9,2017-08-21,1999-07-20
12873,91,2062,FALSE,Approved,Solex,Standard,medium,medium,100.35,75.26,2017-05-25,1999-07-26
12874,50,1090,FALSE,Approved,WeareA2B,Standard,medium,small,175.89,131.92,2017-01-15,2003-02-16
12875,0,2790,TRUE,Approved,Norco Bicycles,Road,medium,medium,544.05,376.84,2017-07-03,2002-08-31
12876,17,1399,FALSE,Approved,Solex,Standard,high,medium,1024.66,614.8,2017-06-08,1996-11-09
12877,95,3232,TRUE,Approved,Giant Bicycles,Standard,medium,large,569.56,528.43,2017-07-05,2003-09-10
12878,23,410,FALSE,Approved,Norco Bicycles,Mountain,low,small,688.63,612.88,2017-06-30,1991-11-10
12879,58,3280,FALSE,Approved,OHM Cycles,Standard,medium,medium,912.52,141.4,2017-04-12,2016-03-29
12880,35,234,TRUE,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,2017-08-08,2016-11-14
12881,82,1297,FALSE,Approved,Norco Bicycles,Standard,high,medium,1148.64,689.18,2017-04-19,2015-08-10
12882,45,3013,TRUE,Approved,Trek Bicycles,Road,low,medium,980.37,234.43,2017-08-14,2004-09-28
12883,85,2015,TRUE,Approved,WeareA2B,Standard,medium,medium,752.64,205.36,2017-05-26,2015-08-02
12884,17,304,TRUE,Approved,Solex,Standard,high,medium,1024.66,614.8,2017-06-06,2009-03-08
12885,0,695,TRUE,Approved,Norco Bicycles,Standard,low,medium,363.01,290.41,2017-02-12,2005-05-10
12886,78,2769,TRUE,Approved,Giant Bicycles,Standard,medium,large,1765.3,709.48,2017-04-14,2003-09-09
12887,0,1163,FALSE,Approved,OHM Cycles,Standard,medium,medium,183.86,137.9,2017-04-18,1993-07-20
12888,61,1698,FALSE,Approved,OHM Cycles,Standard,low,medium,71.16,56.93,2017-01-19,1992-10-02
12889,8,2245,FALSE,Approved,Solex,Road,medium,small,1703.52,1516.13,2017-06-12,1993-04-20
12890,53,1912,TRUE,Approved,Giant Bicycles,Standard,high,medium,1274.93,764.96,2017-11-11,2007-08-04
12891,40,1498,TRUE,Approved,OHM Cycles,Standard,high,medium,1458.17,874.9,2017-11-20,2007-12-11
12892,3,1285,FALSE,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,2017-01-30,1991-11-07
12893,13,3154,FALSE,Approved,Solex,Standard,medium,medium,1163.89,589.27,2017-09-24,2016-07-09
12894,43,1646,TRUE,Approved,Solex,Standard,medium,medium,1151.96,649.49,2017-03-01,2006-10-01
12895,7,1759,TRUE,Approved,Giant Bicycles,Standard,medium,small,1311.44,1167.18,2017-02-02,1992-10-11
12896,15,2886,FALSE,Approved,Norco Bicycles,Standard,low,medium,958.74,748.9,2017-10-28,2005-12-07
12897,64,1512,TRUE,Approved,Giant Bicycles,Standard,high,small,1977.36,1759.85,2017-11-04,2011-08-24
12898,62,2951,FALSE,Approved,Solex,Standard,high,medium,1024.66,614.8,2017-06-06,1996-11-09
12899,14,470,FALSE,Approved,Trek Bicycles,Standard,medium,small,1386.84,1234.29,2017-11-22,2003-08-05
12900,93,2938,FALSE,Approved,WeareA2B,Standard,medium,medium,1065.03,230.09,2017-08-27,1991-11-07
12901,89,534,TRUE,Approved,WeareA2B,Touring,medium,large,1362.99,57.74,2017-03-25,1993-04-20
12902,91,3320,TRUE,Approved,WeareA2B,Standard,low,medium,642.31,513.85,2017-04-03,2014-10-10
12903,95,2658,FALSE,Approved,Giant Bicycles,Standard,medium,large,569.56,528.43,2017-08-09,2002-10-10
12904,54,319,FALSE,Approved,WeareA2B,Standard,medium,medium,1292.84,13.44,2017-10-20,1993-06-23
12905,56,2392,FALSE,Approved,OHM Cycles,Standard,medium,medium,183.86,137.9,2017-11-03,1997-10-04
12906,12,870,FALSE,Approved,WeareA2B,Standard,medium,medium,1231.15,161.6,2017-05-19,2004-08-17
12907,19,314,FALSE,Approved,Trek Bicycles,Mountain,low,medium,574.64,459.71,2017-05-02,2003-02-07
12908,12,2297,FALSE,Approved,WeareA2B,Standard,medium,medium,1231.15,161.6,2017-07-21,1994-09-09
12909,0,1691,TRUE,Approved,OHM Cycles,Road,high,large,12.01,7.21,2017-11-23,1993-05-26
12910,43,1831,TRUE,Approved,Solex,Standard,medium,medium,1151.96,649.49,2017-01-17,1999-12-04
12911,95,1475,TRUE,Approved,Giant Bicycles,Standard,medium,large,569.56,528.43,2017-03-25,1995-12-19
12912,0,2205,TRUE,Approved,Nio Cycles,Standard,"","",675.28,556.0469512,2017-01-31,2004-08-17
12913,52,1887,FALSE,Approved,OHM Cycles,Road,medium,medium,1280.28,829.51,2017-09-04,1997-10-04
12914,0,3312,TRUE,Approved,OHM Cycles,Standard,medium,medium,235.63,125.07,2017-01-25,2004-08-07
12915,88,3171,FALSE,Approved,Norco Bicycles,Standard,medium,medium,1198.46,381.1,2017-01-18,2003-01-05
12916,4,1904,TRUE,Approved,Solex,Standard,medium,medium,1483.2,99.59,2017-10-24,2010-08-20
12917,83,1291,TRUE,Approved,Solex,Touring,medium,large,2083.94,675.03,2017-05-04,2013-09-16
12918,29,2325,TRUE,Approved,WeareA2B,Standard,medium,medium,1065.03,230.09,2017-12-18,2002-10-10
12919,16,3466,FALSE,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11,2017-10-23,1994-09-09
12920,83,2400,FALSE,Approved,Solex,Touring,medium,large,2083.94,675.03,2017-11-25,1997-08-25
12921,1,630,FALSE,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,2017-11-07,2016-11-14
12922,14,2006,TRUE,Approved,Solex,Standard,high,large,1842.92,1105.75,2017-08-05,2002-08-31
12923,39,3067,FALSE,Approved,Giant Bicycles,Standard,medium,large,1812.75,582.48,2017-10-18,1999-12-04
12924,13,1165,TRUE,Approved,Solex,Standard,medium,medium,1577.53,826.51,2017-09-05,2011-03-16
12925,99,177,FALSE,Approved,Trek Bicycles,Road,low,small,1720.7,1531.42,2017-08-16,2006-10-01
12926,87,370,FALSE,Approved,Giant Bicycles,Standard,high,medium,1179,707.4,2017-02-11,1998-12-16
12927,76,176,FALSE,Approved,WeareA2B,Standard,low,medium,642.31,513.85,2017-12-08,2014-10-10
12928,0,1493,FALSE,Approved,Trek Bicycles,Standard,medium,medium,499.53,388.72,2017-12-10,1999-06-23
12929,66,944,TRUE,Approved,Giant Bicycles,Road,low,small,590.26,525.33,2017-02-19,2010-11-05
12930,92,2836,TRUE,Approved,WeareA2B,Standard,medium,small,1415.01,1259.36,2017-02-02,2003-01-05
12931,12,1598,FALSE,Approved,WeareA2B,Standard,medium,medium,1231.15,161.6,2017-03-27,2004-08-17
12932,63,275,FALSE,Approved,WeareA2B,Standard,medium,medium,1992.93,762.63,2017-05-24,1993-05-26
12933,52,454,TRUE,Approved,OHM Cycles,Road,medium,medium,1280.28,829.51,2017-07-30,1997-10-04
12934,0,1009,TRUE,Approved,OHM Cycles,Standard,low,medium,71.16,56.93,2017-06-03,1992-10-02
12935,5,703,TRUE,Approved,Trek Bicycles,Mountain,low,medium,574.64,459.71,2017-12-17,2011-08-29
12936,85,2909,FALSE,Approved,WeareA2B,Standard,medium,medium,1228.07,400.91,2017-01-28,2000-05-22
12937,96,1640,TRUE,Approved,Giant Bicycles,Standard,medium,large,1635.3,993.66,2017-07-24,1994-08-10
12938,92,2189,FALSE,Approved,WeareA2B,Touring,medium,large,1890.39,260.14,2017-03-31,1991-01-21
12939,54,2476,FALSE,Approved,WeareA2B,Standard,medium,medium,1807.45,778.69,2017-05-25,2015-05-21
12940,99,1301,TRUE,Approved,OHM Cycles,Standard,medium,medium,1227.34,770.89,2017-08-05,1994-08-10
12941,0,1103,FALSE,Approved,Giant Bicycles,Standard,medium,medium,230.91,173.18,2017-11-06,2002-03-22
12942,34,3034,TRUE,Approved,Norco Bicycles,Road,high,large,774.53,464.72,2017-11-12,1994-07-12
12943,37,1748,TRUE,Approved,OHM Cycles,Standard,low,medium,1793.43,248.82,2017-03-04,2008-03-19
12944,3,2932,FALSE,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,2017-02-03,2012-09-15
12945,0,2827,FALSE,Approved,Solex,Road,medium,medium,416.98,312.74,2017-02-05,1997-05-10
12946,33,3219,TRUE,Approved,Giant Bicycles,Standard,medium,small,1311.44,1167.18,2017-06-08,1992-10-11
12947,58,2833,FALSE,Approved,OHM Cycles,Standard,medium,medium,912.52,141.4,2017-05-29,2015-10-18
12948,0,2332,TRUE,Approved,Trek Bicycles,Standard,high,medium,495.72,297.43,2017-07-16,2011-01-10
12949,84,1240,TRUE,Approved,Trek Bicycles,Road,medium,medium,290.62,215.14,2017-12-11,1999-07-26
12950,81,766,TRUE,Approved,Norco Bicycles,Standard,medium,small,586.45,521.94,2017-03-29,2004-12-18
12951,0,3451,FALSE,Approved,Trek Bicycles,Road,medium,medium,290.62,215.14,2017-06-21,2004-12-18
12952,60,2562,FALSE,Approved,Giant Bicycles,Standard,high,small,1977.36,1759.85,2017-04-23,2011-08-24
12953,100,47,FALSE,Approved,Norco Bicycles,Road,medium,medium,1036.59,206.35,2017-08-22,1991-05-06
12954,77,3,FALSE,Approved,Norco Bicycles,Road,medium,large,1240.31,795.1,2017-04-05,2000-11-03
12955,3,1264,FALSE,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,2017-02-27,2011-08-29
12956,81,1318,FALSE,Approved,Norco Bicycles,Standard,medium,small,586.45,521.94,2017-10-05,2013-09-16
12957,0,1405,TRUE,Approved,Giant Bicycles,Standard,medium,large,569.56,528.43,2017-10-07,2016-03-29
12958,44,942,FALSE,Approved,WeareA2B,Standard,medium,medium,1769.64,108.76,2017-05-31,2006-10-01
12959,6,2697,TRUE,Approved,Solex,Standard,high,medium,748.17,448.9,2017-03-19,1991-11-10
12960,22,2433,TRUE,Approved,Solex,Standard,medium,medium,575.27,431.45,2017-03-10,1996-04-05
12961,11,1641,FALSE,Approved,Giant Bicycles,Standard,high,medium,1274.93,764.96,2017-02-27,2007-08-04
12962,2,1522,TRUE,Approved,Solex,Standard,medium,medium,71.49,53.62,2017-01-29,2012-12-02
12963,99,2685,TRUE,Approved,OHM Cycles,Standard,medium,medium,1227.34,770.89,2017-04-02,1994-08-10
12964,63,517,FALSE,Approved,Solex,Standard,medium,medium,1483.2,99.59,2017-07-09,1995-10-24
12965,88,2812,FALSE,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11,2017-03-14,1993-07-15
12966,0,1724,TRUE,Approved,Solex,Standard,medium,medium,71.49,53.62,2017-04-22,2012-09-15
12967,99,1198,TRUE,Approved,Trek Bicycles,Road,low,small,1720.7,1531.42,2017-10-23,2006-10-01
12968,32,2947,FALSE,Approved,Giant Bicycles,Standard,medium,medium,642.7,211.37,2017-08-02,2002-03-22
12969,0,234,TRUE,Approved,Nio Cycles,Standard,"","",487.8,556.0469512,2017-04-08,2004-08-17
12970,9,3061,FALSE,Approved,OHM Cycles,Road,medium,medium,742.54,667.4,2017-08-07,2005-12-07
12971,86,1969,TRUE,Approved,OHM Cycles,Standard,medium,medium,235.63,125.07,2017-12-13,2005-05-10
12972,13,499,FALSE,Approved,Solex,Standard,medium,medium,1163.89,589.27,2017-01-22,2016-07-09
12973,70,2963,FALSE,Approved,Trek Bicycles,Standard,high,medium,495.72,297.43,2017-05-31,2011-01-10
12974,25,1068,FALSE,Approved,Giant Bicycles,Road,medium,medium,1538.99,829.65,2017-08-25,1991-11-10
12975,39,145,FALSE,Approved,Giant Bicycles,Standard,medium,large,1812.75,582.48,2017-11-15,2010-06-07
12976,91,1948,FALSE,Approved,Solex,Standard,medium,medium,100.35,75.26,2017-05-17,1999-07-26
12977,31,3391,TRUE,Approved,Giant Bicycles,Standard,medium,medium,230.91,173.18,2017-11-08,2006-11-10
12978,40,1950,FALSE,Approved,OHM Cycles,Standard,high,medium,1458.17,874.9,2017-08-24,1999-12-04
12979,4,1546,TRUE,Approved,Giant Bicycles,Standard,high,medium,1129.13,677.48,2017-01-23,2005-08-09
12980,1,1199,FALSE,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,2017-03-31,2011-08-29
12981,72,1178,FALSE,Approved,Norco Bicycles,Standard,medium,medium,360.4,270.3,2017-10-20,2016-12-06
12982,3,1503,FALSE,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,2017-06-07,2012-09-15
12983,12,721,FALSE,Approved,WeareA2B,Standard,medium,medium,1231.15,161.6,2017-12-26,2005-12-07
12984,77,143,TRUE,Approved,Norco Bicycles,Road,medium,large,1240.31,795.1,2017-01-26,2004-07-25
12985,17,2212,TRUE,Approved,Solex,Standard,high,medium,1024.66,614.8,2017-07-04,1996-11-09
12986,0,993,TRUE,Approved,OHM Cycles,Standard,medium,medium,183.86,137.9,2017-06-09,1997-10-04
12987,0,1357,TRUE,Approved,Norco Bicycles,Standard,low,medium,363.01,290.41,2017-06-01,2005-05-10
12988,40,2492,TRUE,Approved,Trek Bicycles,Road,medium,large,1894.19,598.76,2017-08-12,2003-07-21
12989,11,1404,TRUE,Approved,Giant Bicycles,Standard,high,medium,1274.93,764.96,2017-04-09,2013-03-12
12990,43,2113,FALSE,Approved,Solex,Standard,medium,medium,1151.96,649.49,2017-06-29,1999-12-04
12991,0,1650,FALSE,Approved,Solex,Standard,medium,medium,71.49,53.62,2017-05-09,2012-12-02
12992,30,3291,TRUE,Approved,Solex,Standard,high,medium,748.17,448.9,2017-07-08,1991-11-10
12993,59,979,TRUE,Approved,WeareA2B,Standard,medium,small,1415.01,1259.36,2017-02-25,2003-01-05
12994,95,2245,TRUE,Approved,Giant Bicycles,Standard,medium,large,569.56,528.43,2017-10-17,2006-11-10
12995,8,1176,FALSE,Approved,Solex,Road,medium,small,1703.52,1516.13,2017-08-25,1991-11-07
12996,47,1597,TRUE,Approved,Trek Bicycles,Road,low,small,1720.7,1531.42,2017-04-09,2006-10-01
12997,50,963,FALSE,Approved,Giant Bicycles,Standard,medium,medium,642.7,211.37,2017-07-11,2003-03-18
12998,86,856,TRUE,Approved,OHM Cycles,Standard,medium,medium,235.63,125.07,2017-07-03,2004-08-07
12999,40,2551,FALSE,Approved,OHM Cycles,Standard,high,medium,1458.17,874.9,2017-04-09,2006-02-02
13000,41,1762,TRUE,Approved,Solex,Road,medium,medium,416.98,312.74,2017-05-31,1997-05-10
13001,63,1868,TRUE,Approved,Solex,Standard,medium,medium,1483.2,99.59,2017-12-04,2004-08-17
13002,30,499,TRUE,Approved,Solex,Standard,high,medium,748.17,448.9,2017-11-05,1991-11-10
13003,8,1644,FALSE,Approved,Solex,Road,medium,small,1703.52,1516.13,2017-04-11,2011-04-16
13004,78,3217,TRUE,Approved,Giant Bicycles,Standard,medium,large,1765.3,709.48,2017-09-27,2004-07-25
13005,98,233,TRUE,Approved,Trek Bicycles,Standard,high,medium,358.39,215.03,2017-05-15,2004-01-16
13006,21,2277,TRUE,Approved,WeareA2B,Touring,medium,medium,1466.68,363.25,2017-11-24,1994-09-09
13007,82,28,FALSE,Approved,Norco Bicycles,Standard,high,medium,1148.64,689.18,2017-07-16,2004-12-18
13008,88,2976,FALSE,Approved,Norco Bicycles,Standard,medium,medium,1198.46,381.1,2017-04-24,2005-05-10
13009,17,1818,FALSE,Approved,Solex,Standard,high,medium,1024.66,614.8,2017-06-30,2010-05-05
13010,0,1966,FALSE,Approved,Solex,Standard,medium,large,202.62,151.96,2017-03-09,2016-03-29
13011,0,1492,TRUE,Approved,Nio Cycles,Standard,"","",1292.13,556.0469512,2017-12-25,2004-08-17
13012,90,1587,TRUE,Approved,Norco Bicycles,Standard,low,medium,363.01,290.41,2017-04-02,2016-03-29
13013,16,2001,TRUE,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11,2017-05-11,1997-05-10
13014,13,1667,FALSE,Approved,Solex,Standard,medium,medium,1577.53,826.51,2017-10-15,2011-03-16
13015,58,2620,FALSE,Approved,OHM Cycles,Standard,medium,medium,912.52,141.4,2017-10-08,2015-10-18
13016,78,2464,FALSE,Approved,Giant Bicycles,Standard,medium,large,1765.3,709.48,2017-11-05,2004-07-25
13017,57,757,TRUE,Approved,WeareA2B,Touring,medium,large,1890.39,260.14,2017-08-17,1991-01-21
13018,6,2454,FALSE,Approved,OHM Cycles,Standard,high,medium,227.88,136.73,2017-06-30,2003-02-07
13019,96,2484,FALSE,Approved,WeareA2B,Road,low,small,1172.78,1043.77,2017-03-05,1994-08-10
13020,30,1899,FALSE,Approved,Solex,Standard,high,medium,748.17,448.9,2017-10-08,1999-07-20
13021,93,1294,FALSE,Approved,WeareA2B,Standard,medium,medium,1065.03,230.09,2017-07-07,2000-11-03
13022,99,2419,TRUE,Approved,Trek Bicycles,Road,low,small,1720.7,1531.42,2017-04-24,2006-10-01
13023,51,2523,TRUE,Approved,OHM Cycles,Standard,high,medium,2005.66,1203.4,2017-10-15,2001-11-25
13024,85,566,TRUE,Approved,WeareA2B,Standard,medium,medium,1228.07,400.91,2017-11-08,1991-07-10
13025,0,507,TRUE,Approved,Nio Cycles,Standard,"","",1578.52,556.0469512,2017-07-22,2004-08-17
13026,0,2981,TRUE,Approved,Solex,Standard,medium,medium,71.49,53.62,2017-11-08,2012-12-02
13027,31,3182,FALSE,Approved,Giant Bicycles,Standard,medium,medium,230.91,173.18,2017-10-07,2006-11-10
13028,0,255,TRUE,Approved,Nio Cycles,Standard,"","",922.15,556.0469512,2017-02-25,2004-08-17
13029,0,1659,TRUE,Approved,Norco Bicycles,Road,medium,medium,544.05,376.84,2017-06-05,2000-05-22
13030,44,435,FALSE,Approved,WeareA2B,Standard,medium,medium,1769.64,108.76,2017-02-02,2011-05-09
13031,95,1945,FALSE,Approved,OHM Cycles,Touring,low,medium,1073.07,933.84,2017-06-04,1991-07-10
13032,96,2864,FALSE,Approved,WeareA2B,Road,low,small,1172.78,1043.77,2017-05-22,1995-12-19
13033,49,2643,FALSE,Approved,Trek Bicycles,Road,medium,medium,533.51,400.13,2017-04-26,2012-06-04
13034,58,1882,TRUE,Approved,OHM Cycles,Standard,medium,medium,912.52,141.4,2017-03-28,2015-10-18
13035,28,2383,TRUE,Approved,Norco Bicycles,Standard,medium,small,1216.14,1082.36,2017-05-16,1991-08-05
13036,47,3029,FALSE,Approved,Trek Bicycles,Road,low,small,1720.7,1531.42,2017-01-09,2006-10-01
13037,17,1302,TRUE,Approved,Solex,Standard,high,medium,1024.66,614.8,2017-03-21,2009-03-08
13038,12,1823,FALSE,Approved,Giant Bicycles,Standard,medium,large,1765.3,709.48,2017-01-04,2004-07-25
13039,59,1668,FALSE,Approved,Solex,Standard,medium,large,1061.56,733.58,2017-07-27,1993-07-20
